spot; pays; region; departement; ville; hauteur; nb_lignes; meileures_saisons; cotations; approche; orientation; hauteur_min; hauteur_max; hauteur_moyenne; type; latitude; longitude
Falaise la Spéleologue; France ; Haute Normandie ; Eure ; le Thuit 27700; 15 - 33m; 70; Printemps; 6a 8b; Facile | 10min; Sud; 15m; 33m; 25m; Couenne; 49.253475; 1.358854
